	replicates1	replicates2	replicates3
gene8987	25	28	23
gene8988	16	14	20
gene8989	25	27	20
gene8990	16	14	22
gene8991	15	24	15
gene8992	18	12	17
gene8993	13	15	5
gene8994	32	19	28
gene8995	17	19	23
gene8996	18	15	20
gene8997	13	12	20
gene8998	32	37	29
gene8999	29	26	27
gene9000	14	27	22
gene9001	30	22	14
gene9002	23	17	19
gene9003	20	27	29
gene9004	31	19	22
gene9005	25	21	14
gene9006	17	18	28
gene9007	10	13	21
gene9008	21	19	21
gene9009	21	16	26
gene9010	15	17	18
gene9011	16	19	14
gene9012	11	11	12
gene9013	13	23	21
gene9014	20	26	20
gene9015	22	16	12
gene9016	24	28	14
gene9017	25	20	16
gene9018	19	28	20
gene9019	22	19	25
gene9020	11	18	23
gene9021	22	18	15
gene9022	17	10	20
gene9023	29	21	31
gene9024	29	18	23
gene9025	26	20	16
gene9026	9	14	12
gene9027	13	15	20
gene9028	29	31	30
gene9029	14	13	21
gene9030	17	19	23
gene9031	23	16	23
gene9032	25	27	27
gene9033	36	24	48
gene9034	25	23	32
gene9035	14	11	12
gene9036	20	17	15
gene9037	13	22	20
gene9038	14	15	13
gene9039	15	16	12
gene9040	22	20	25
gene9041	12	20	13
gene9042	15	12	21
gene9043	18	15	18
gene9044	14	14	19
gene9045	21	25	18
gene9046	8	13	15
gene9047	10	21	8
gene9048	14	12	9
gene9049	24	12	24
gene9050	17	9	4
gene9051	16	16	13
gene9052	17	21	25
gene9053	29	22	26
gene9054	21	12	11
gene9055	20	20	24
gene9056	11	9	12
gene9057	13	14	15
gene9058	19	12	13
gene9059	22	12	22
gene9060	15	11	10
gene9061	15	20	23
gene9062	17	15	14
gene9063	24	23	21
gene9064	23	24	19
gene9065	24	28	22
gene9066	15	9	10
gene9067	15	12	21
gene9068	24	21	20
gene9069	28	37	27
gene9070	13	9	19
gene9071	12	13	16
gene9072	37	34	29
gene9073	11	23	13
gene9074	17	12	17
gene9075	32	18	16
gene9076	18	18	18
gene9077	14	16	13
gene9078	30	18	24
gene9079	25	30	21
gene9080	38	18	36
gene9081	15	12	25
gene9082	15	14	18
gene9083	39	37	23
gene9084	29	24	22
gene9085	16	12	23
gene9086	30	44	35
gene9087	18	23	20
gene9088	15	23	19
gene9089	20	11	17
gene9090	19	24	18
gene9091	3	5	5
gene9092	23	18	13
gene9093	20	22	23
gene9094	17	11	6
gene9095	5	9	5
gene9096	18	12	16
gene9097	26	23	31
gene9098	15	14	11
gene9099	16	15	17
gene9100	21	21	21
gene9101	25	15	24
gene9102	16	22	18
gene9103	23	19	27
gene9104	26	28	28
gene9105	26	20	33
gene9106	11	15	17
gene9107	26	23	20
gene9108	19	13	15
gene9109	18	13	18
gene9110	27	13	20
gene9111	32	29	29
gene9112	12	15	10
gene9113	18	13	13
gene9114	17	15	19
gene9115	29	33	25
gene9116	19	24	22
gene9117	29	15	24
gene9118	21	32	21
gene9119	12	13	11
gene9120	27	20	17
gene9121	15	13	21
gene9122	23	20	39
gene9123	14	19	16
gene9124	23	30	27
gene9125	14	11	20
gene9126	12	13	17
gene9127	16	30	15
gene9128	22	12	19
gene9129	27	20	22
gene9130	13	15	18
gene9131	29	29	46
gene9132	19	31	19
gene9133	12	26	18
gene9134	32	29	44
gene9135	23	15	21
gene9136	12	25	15
gene9137	19	22	17
gene9138	18	11	6
gene9139	12	21	22
gene9140	27	16	22
gene9141	12	17	14
gene9142	15	13	8
gene9143	6	13	15
gene9144	25	24	31
gene9145	15	10	14
gene9146	28	39	26
gene9147	14	14	18
gene9148	21	21	27
gene9149	28	17	25
gene9150	23	12	25
gene9151	30	24	22
gene9152	25	18	19
gene9153	30	14	26
gene9154	23	24	34
gene9155	25	23	25
gene9156	14	18	13
gene9157	18	17	21
gene9158	22	16	19
gene9159	23	19	13
gene9160	21	29	23
gene9161	24	17	23
gene9162	18	20	16
gene9163	20	35	29
gene9164	22	21	11
gene9165	27	27	26
gene9166	12	17	16
gene9167	16	20	14
gene9168	19	23	14
gene9169	14	12	12
gene9170	16	19	12
gene9171	36	18	35
gene9172	39	29	37
gene9173	15	10	14
gene9174	24	12	15
gene9175	11	8	9
gene9176	26	20	23
gene9177	17	19	12
gene9178	14	23	19
gene9179	40	38	30
gene9180	16	15	16
gene9181	7	13	8
gene9182	26	29	30
gene9183	12	17	15
gene9184	16	13	16
gene9185	6	9	7
gene9186	17	22	14
gene9187	26	21	30
gene9188	21	14	15
gene9189	8	22	16
gene9190	21	18	15
gene9191	19	33	24
gene9192	31	33	27
gene9193	34	30	36
gene9194	11	7	13
gene9195	22	21	21
gene9196	41	36	37
gene9197	27	26	22
gene9198	19	15	17
gene9199	31	29	31
gene9200	14	11	10
gene9201	11	15	19
gene9202	13	9	15
gene9203	29	35	34
gene9204	24	21	21
gene9205	19	14	12
gene9206	19	34	14
gene9207	14	22	13
gene9208	9	18	10
gene9209	19	24	25
gene9210	6	6	4
gene9211	13	14	21
gene9212	9	14	13
gene9213	18	25	16
gene9214	23	30	25
gene9215	36	24	25
gene9216	18	11	20
gene9217	41	32	34
gene9218	5	4	8
gene9219	21	21	22
gene9220	15	21	28
gene9221	43	41	48
gene9222	22	21	24
gene9223	20	19	22
gene9224	13	20	10
gene9225	36	30	27
gene9226	5	7	9
gene9227	18	24	21
gene9228	11	9	20
gene9229	24	22	22
gene9230	23	23	28
gene9231	25	30	36
gene9232	21	20	16
gene9233	12	10	5
gene9234	38	31	35
gene9235	13	11	12
gene9236	21	17	15
gene9237	29	20	29
gene9238	9	11	8
gene9239	23	24	17
gene9240	17	19	20
gene9241	16	14	21
gene9242	21	27	27
gene9243	36	40	39
gene9244	14	7	11
gene9245	18	18	19
gene9246	17	17	18
gene9247	12	17	20
gene9248	21	21	11
gene9249	29	33	26
gene9250	16	15	19
gene9251	15	13	13
gene9252	33	37	32
gene9253	12	15	12
gene9254	13	16	15
gene9255	30	14	22
gene9256	19	22	13
gene9257	26	22	21
gene9258	24	15	26
gene9259	36	32	21
gene9260	20	22	22
gene9261	24	31	33
gene9262	35	26	21
gene9263	13	11	9
gene9264	21	29	31
gene9265	39	23	20
gene9266	12	10	11
gene9267	24	34	30
gene9268	16	20	18
gene9269	18	24	19
gene9270	17	21	20
gene9271	19	26	20
gene9272	14	13	9
gene9273	4	15	11
gene9274	35	27	30
gene9275	8	17	12
gene9276	26	15	14
gene9277	21	24	27
gene9278	29	25	29
gene9279	11	9	14
gene9280	14	10	5
gene9281	17	16	16
gene9282	18	28	39
gene9283	30	22	18
gene9284	7	12	3
gene9285	21	17	25
gene9286	40	24	21
gene9287	22	11	13
gene9288	26	24	19
gene9289	13	14	5
gene9290	9	14	10
gene9291	27	27	27
gene9292	22	21	16
gene9293	16	26	20
gene9294	26	24	25
gene9295	23	21	22
gene9296	19	16	12
gene9297	18	20	24
gene9298	17	13	14
gene9299	9	5	9
gene9300	13	11	10
gene9301	27	30	24
gene9302	19	21	23
gene9303	28	22	29
gene9304	22	22	19
gene9305	16	23	20
gene9306	18	24	21
gene9307	9	21	16
gene9308	14	15	20
gene9309	13	11	12
gene9310	32	26	19
gene9311	34	29	43
gene9312	25	30	23
gene9313	12	19	24
gene9314	20	15	18
gene9315	28	31	23
gene9316	17	25	17
gene9317	22	20	14
gene9318	50	37	26
gene9319	9	17	12
gene9320	23	26	13
gene9321	7	8	13
gene9322	16	15	19
gene9323	26	38	19
gene9324	24	17	18
gene9325	25	24	20
gene9326	14	14	21
gene9327	20	23	24
gene9328	16	9	13
gene9329	22	15	17
gene9330	25	16	14
gene9331	12	17	13
gene9332	27	25	23
gene9333	18	21	26
gene9334	18	19	18
gene9335	12	18	20
gene9336	16	11	14
gene9337	19	29	29
gene9338	17	15	14
gene9339	25	23	33
gene9340	12	20	12
gene9341	12	10	18
gene9342	22	26	18
gene9343	22	18	22
gene9344	21	22	15
gene9345	23	12	18
gene9346	16	20	18
gene9347	34	28	26
gene9348	25	19	29
gene9349	14	20	19
gene9350	21	13	22
gene9351	25	20	20
gene9352	12	10	8
gene9353	16	17	16
gene9354	28	35	28
gene9355	19	22	22
gene9356	12	17	21
gene9357	37	20	26
gene9358	10	15	12
gene9359	10	13	8
gene9360	22	20	12
gene9361	28	22	31
gene9362	36	23	40
gene9363	2	6	10
gene9364	30	19	22
gene9365	29	19	23
gene9366	34	33	29
gene9367	19	20	23
gene9368	43	38	45
gene9369	25	24	26
gene9370	21	32	29
gene9371	26	20	24
gene9372	15	10	14
gene9373	16	11	13
gene9374	14	18	11
gene9375	12	10	9
gene9376	21	22	30
gene9377	18	20	23
gene9378	16	18	25
gene9379	25	20	26
gene9380	21	38	30
gene9381	31	32	32
gene9382	15	15	15
gene9383	32	27	30
gene9384	44	31	29
gene9385	17	17	11
gene9386	21	18	28
gene9387	22	12	18
gene9388	16	15	20
gene9389	19	12	11
gene9390	28	29	27
gene9391	7	7	11
gene9392	10	25	15
gene9393	22	26	26
gene9394	30	28	21
gene9395	12	23	18
gene9396	31	38	38
gene9397	11	12	13
gene9398	22	21	19
gene9399	32	33	36
gene9400	35	14	31
gene9401	12	16	21
gene9402	14	16	18
gene9403	18	23	19
gene9404	19	27	13
gene9405	19	17	15
gene9406	22	20	21
gene9407	17	11	16
gene9408	14	14	10
gene9409	14	11	11
gene9410	21	13	11
gene9411	16	14	15
gene9412	14	20	13
gene9413	20	19	22
gene9414	17	14	14
gene9415	26	22	19
gene9416	25	28	25
gene9417	12	13	23
gene9418	19	22	23
gene9419	17	24	23
gene9420	13	16	14
gene9421	20	22	17
gene9422	30	30	34
gene9423	11	13	13
gene9424	9	9	8
gene9425	16	16	15
gene9426	17	20	15
gene9427	27	30	27
gene9428	27	33	29
gene9429	14	15	11
gene9430	11	27	15
gene9431	26	22	29
gene9432	8	9	4
gene9433	16	16	17
gene9434	18	13	17
gene9435	24	19	25
gene9436	16	19	10
gene9437	14	17	19
gene9438	14	9	15
gene9439	15	25	20
gene9440	41	38	38
gene9441	14	15	10
gene9442	35	33	40
gene9443	12	15	18
gene9444	28	27	31
gene9445	22	24	15
gene9446	24	27	25
gene9447	21	16	20
gene9448	25	34	23
gene9449	23	25	11
gene9450	26	28	19
gene9451	20	13	21
gene9452	30	26	25
gene9453	9	16	14
gene9454	20	11	9
gene9455	14	20	22
gene9456	28	20	22
gene9457	16	19	23
gene9458	16	20	10
gene9459	13	18	12
gene9460	33	28	27
gene9461	15	22	8
gene9462	15	12	19
gene9463	20	13	15
gene9464	21	22	21
gene9465	10	3	6
gene9466	29	32	30
gene9467	13	9	5
gene9468	16	13	16
gene9469	8	11	9
gene9470	17	14	15
gene9471	13	26	16
gene9472	19	20	23
gene9473	22	16	21
gene9474	16	17	17
gene9475	27	19	23
gene9476	22	23	17
gene9477	23	23	21
gene9478	20	25	19
gene9479	23	21	23
gene9480	13	24	16
gene9481	17	24	35
gene9482	25	25	13
gene9483	19	16	14
gene9484	17	18	19
gene9485	21	20	15
gene9486	10	13	10
gene9487	23	18	17
gene9488	42	39	42
gene9489	10	11	10
gene9490	22	29	21
gene9491	23	27	15
gene9492	19	16	18
gene9493	12	24	11
gene9494	16	23	15
gene9495	15	13	14
gene9496	5	5	13
gene9497	23	24	28
gene9498	17	20	14
gene9499	12	8	13
gene9500	9	9	1
gene9501	16	28	20
gene9502	14	15	13
gene9503	20	18	15
gene9504	15	13	18
gene9505	25	28	33
gene9506	23	16	35
gene9507	10	14	16
gene9508	20	12	24
gene9509	17	21	24
gene9510	17	18	28
gene9511	30	30	25
gene9512	13	12	8
gene9513	15	21	13
gene9514	21	24	25
gene9515	14	9	10
gene9516	40	36	40
gene9517	20	23	28
gene9518	23	24	23
gene9519	34	28	35
gene9520	9	16	15
gene9521	27	19	29
gene9522	14	15	14
gene9523	26	34	30
gene9524	22	28	17
gene9525	33	26	19
gene9526	29	24	44
gene9527	28	20	24
gene9528	12	11	11
gene9529	26	30	32
gene9530	22	12	25
gene9531	30	23	26
gene9532	29	20	18
gene9533	35	23	26
gene9534	8	16	9
gene9535	38	37	41
gene9536	19	29	26
gene9537	15	16	15
gene9538	15	16	12
gene9539	20	17	19
gene9540	22	35	34
gene9541	22	22	20
gene9542	18	12	12
gene9543	22	13	23
gene9544	26	26	18
gene9545	19	12	25
gene9546	11	20	17
gene9547	22	17	27
gene9548	19	26	19
gene9549	23	20	16
gene9550	26	28	18
gene9551	22	22	28
gene9552	30	26	17
gene9553	16	27	13
gene9554	33	16	11
gene9555	14	18	30
gene9556	25	26	12
gene9557	22	13	20
gene9558	29	29	33
gene9559	14	22	12
gene9560	13	18	19
gene9561	5	16	5
gene9562	9	13	12
gene9563	26	23	28
gene9564	9	13	10
gene9565	17	14	16
gene9566	22	17	14
gene9567	9	11	10
gene9568	18	18	17
gene9569	17	24	16
gene9570	36	29	34
gene9571	24	26	24
gene9572	9	12	10
gene9573	25	15	17
gene9574	25	17	15
gene9575	8	13	15
gene9576	20	26	24
gene9577	59	44	36
gene9578	16	28	28
gene9579	19	11	13
gene9580	35	27	27
gene9581	19	18	27
gene9582	15	17	14
gene9583	19	22	34
gene9584	27	23	21
gene9585	42	35	39
gene9586	22	22	37
gene9587	19	24	16
gene9588	20	17	20
gene9589	32	37	36
gene9590	17	26	21
gene9591	13	21	23
gene9592	33	29	36
gene9593	21	27	21
gene9594	21	31	27
gene9595	8	10	10
gene9596	25	22	23
gene9597	17	15	23
gene9598	32	23	24
gene9599	16	18	21
gene9600	11	16	10
gene9601	12	10	8
gene9602	22	18	31
gene9603	18	11	18
gene9604	17	17	14
gene9605	34	36	26
gene9606	18	10	12
gene9607	22	19	21
gene9608	19	19	21
gene9609	15	13	18
gene9610	26	16	16
gene9611	17	16	25
gene9612	13	19	13
gene9613	12	14	23
gene9614	22	12	22
gene9615	24	30	31
gene9616	9	13	22
gene9617	26	19	23
gene9618	24	22	33
gene9619	11	18	8
gene9620	18	19	11
gene9621	14	11	12
gene9622	25	28	13
gene9623	15	18	17
gene9624	14	14	11
gene9625	17	9	17
gene9626	16	23	17
gene9627	22	23	22
gene9628	20	26	37
gene9629	12	7	16
gene9630	11	8	3
gene9631	33	24	28
gene9632	32	25	29
gene9633	25	20	27
gene9634	21	11	18
gene9635	38	33	35
gene9636	22	30	28
gene9637	11	16	16
gene9638	33	37	25
gene9639	20	16	12
gene9640	23	19	27
gene9641	16	19	11
gene9642	12	16	20
gene9643	16	10	12
gene9644	19	26	26
gene9645	43	35	39
gene9646	15	12	17
gene9647	25	17	17
gene9648	9	20	13
gene9649	18	14	19
gene9650	42	31	26
gene9651	23	27	13
gene9652	13	16	14
gene9653	10	14	15
gene9654	20	15	23
gene9655	26	23	20
gene9656	24	13	21
gene9657	12	14	15
gene9658	40	26	35
gene9659	28	19	32
gene9660	6	7	11
gene9661	13	22	14
gene9662	13	26	24
gene9663	36	21	33
gene9664	12	18	15
gene9665	18	10	14
gene9666	33	31	24
gene9667	32	23	32
gene9668	17	18	14
gene9669	20	21	27
gene9670	30	33	28
gene9671	12	9	19
gene9672	22	14	16
gene9673	25	24	24
gene9674	23	21	24
gene9675	34	31	22
gene9676	11	15	19
gene9677	14	22	20
gene9678	6	10	6
gene9679	5	8	7
gene9680	24	25	21
gene9681	20	18	35
gene9682	19	19	23
gene9683	28	34	26
gene9684	19	21	20
gene9685	26	27	30
gene9686	12	13	19
gene9687	28	17	17
gene9688	35	34	29
gene9689	23	19	21
gene9690	21	26	19
gene9691	17	30	19
gene9692	23	21	12
gene9693	12	19	14
gene9694	16	34	22
gene9695	14	14	18
gene9696	27	18	29
gene9697	11	12	14
gene9698	7	10	9
gene9699	11	18	14
gene9700	16	16	7
gene9701	12	9	5
gene9702	12	16	9
gene9703	11	18	19
gene9704	18	11	22
gene9705	11	20	13
gene9706	19	13	24
gene9707	17	15	21
gene9708	24	28	26
gene9709	16	18	19
gene9710	8	6	9
gene9711	19	23	12
gene9712	14	25	25
gene9713	24	16	21
gene9714	27	24	35
gene9715	9	13	9
gene9716	14	9	13
gene9717	23	22	23
gene9718	22	21	20
gene9719	13	13	19
gene9720	36	31	21
gene9721	30	23	27
gene9722	18	15	21
gene9723	22	24	23
gene9724	18	19	22
gene9725	31	33	25
gene9726	25	13	15
gene9727	19	25	10
gene9728	32	28	26
gene9729	26	24	28
gene9730	36	25	30
gene9731	22	16	11
gene9732	4	12	12
gene9733	37	33	34
gene9734	16	17	22
gene9735	16	21	24
gene9736	20	15	15
gene9737	8	8	18
gene9738	20	12	23
gene9739	30	26	17
gene9740	19	23	20
gene9741	14	22	18
gene9742	13	13	11
gene9743	15	12	10
gene9744	11	8	9
gene9745	40	34	39
gene9746	20	14	23
gene9747	31	31	34
gene9748	28	21	27
gene9749	20	17	21
gene9750	23	23	18
gene9751	19	17	11
gene9752	25	32	25
gene9753	10	15	10
gene9754	35	46	36
gene9755	19	13	21
gene9756	23	22	24
gene9757	18	13	17
gene9758	30	28	17
gene9759	18	24	22
gene9760	13	12	12
gene9761	21	22	20
gene9762	33	25	24
gene9763	25	21	19
gene9764	21	25	25
gene9765	17	10	11
gene9766	36	47	45
gene9767	8	15	27
gene9768	15	15	17
gene9769	31	22	12
gene9770	33	29	22
gene9771	26	29	28
gene9772	14	6	15
gene9773	17	15	9
gene9774	16	17	11
gene9775	13	11	15
gene9776	18	23	20
gene9777	30	22	25
gene9778	31	31	33
gene9779	28	33	35
gene9780	25	15	15
gene9781	7	8	10
gene9782	21	18	31
gene9783	31	19	19
gene9784	23	16	14
gene9785	14	16	21
gene9786	33	24	31
gene9787	13	13	12
gene9788	18	18	19
gene9789	20	23	20
gene9790	9	13	18
gene9791	13	10	19
gene9792	26	14	31
gene9793	14	18	12
gene9794	24	22	38
gene9795	21	23	18
gene9796	25	17	18
gene9797	18	14	22
gene9798	22	20	21
gene9799	18	16	25
gene9800	34	37	35
gene9801	24	22	26
gene9802	15	13	17
gene9803	15	16	18
gene9804	19	24	17
gene9805	16	21	19
gene9806	36	18	29
gene9807	18	14	20
gene9808	13	23	15
gene9809	16	13	17
gene9810	22	33	19
gene9811	8	14	11
gene9812	13	19	19
gene9813	29	20	36
gene9814	42	35	36
gene9815	9	16	12
gene9816	33	28	22
gene9817	31	27	16
gene9818	25	10	11
gene9819	16	18	16
gene9820	19	26	23
gene9821	17	11	19
gene9822	12	13	11
gene9823	11	22	11
gene9824	18	23	28
gene9825	22	27	18
gene9826	14	17	14
gene9827	23	29	26
gene9828	31	35	19
gene9829	18	21	21
gene9830	13	21	22
gene9831	27	25	24
gene9832	18	29	23
gene9833	15	11	18
gene9834	10	6	11
gene9835	34	25	28
gene9836	20	21	28
gene9837	11	18	15
gene9838	31	38	30
gene9839	21	20	17
gene9840	34	25	26
gene9841	8	16	14
gene9842	9	9	16
gene9843	17	15	7
gene9844	10	11	17
gene9845	19	19	23
gene9846	22	24	28
gene9847	26	35	31
gene9848	28	30	32
gene9849	21	32	27
gene9850	10	16	14
gene9851	14	21	13
gene9852	30	30	30
gene9853	18	20	18
gene9854	23	26	16
gene9855	16	23	13
gene9856	13	26	16
gene9857	7	11	11
gene9858	41	45	50
gene9859	12	11	11
gene9860	25	29	43
gene9861	17	21	25
gene9862	26	23	20
gene9863	23	24	25
gene9864	22	28	17
gene9865	19	13	19
gene9866	25	27	27
gene9867	16	16	10
gene9868	17	23	17
gene9869	14	17	16
gene9870	18	26	14
gene9871	14	14	18
gene9872	17	16	12
gene9873	17	22	23
gene9874	31	37	33
gene9875	24	21	23
gene9876	13	13	16
gene9877	23	18	28
gene9878	20	17	21
gene9879	8	16	19
gene9880	20	14	17
gene9881	20	18	19
gene9882	24	17	31
gene9883	28	38	35
gene9884	16	22	19
gene9885	18	30	22
gene9886	27	10	14
gene9887	21	22	14
gene9888	18	31	31
gene9889	17	23	20
gene9890	11	16	15
gene9891	19	22	20
gene9892	8	16	14
gene9893	17	13	14
gene9894	15	21	18
gene9895	7	12	15
gene9896	13	15	19
gene9897	13	10	20
gene9898	23	21	19
gene9899	2	10	4
gene9900	34	37	41
gene9901	16	20	18
gene9902	20	19	17
gene9903	14	12	15
gene9904	13	24	26
gene9905	16	19	15
gene9906	12	11	14
gene9907	27	18	18
gene9908	21	25	26
gene9909	25	25	21
gene9910	17	23	19
gene9911	12	15	9
gene9912	23	25	21
gene9913	16	28	21
gene9914	18	25	27
gene9915	16	17	14
gene9916	8	14	15
gene9917	26	21	21
gene9918	20	17	10
gene9919	19	24	23
gene9920	17	28	17
gene9921	24	28	31
gene9922	21	32	35
gene9923	24	20	23
gene9924	17	8	10
gene9925	22	15	26
gene9926	4	3	3
gene9927	8	8	5
gene9928	23	27	13
gene9929	17	14	19
gene9930	25	26	26
gene9931	4	6	7
gene9932	36	24	24
gene9933	26	21	22
gene9934	19	17	14
gene9935	20	17	20
gene9936	22	23	27
gene9937	22	21	20
gene9938	8	12	12
gene9939	6	8	8
gene9940	25	16	22
gene9941	17	20	25
gene9942	35	57	55
gene9943	32	30	30
gene9944	19	16	22
gene9945	23	17	24
gene9946	11	18	10
gene9947	20	17	24
gene9948	15	13	18
gene9949	11	17	11
gene9950	36	34	36
gene9951	19	19	23
gene9952	32	41	22
gene9953	16	14	17
gene9954	21	26	16
gene9955	13	12	16
gene9956	12	11	20
gene9957	19	27	32
gene9958	10	17	14
gene9959	21	24	23
gene9960	25	32	31
gene9961	24	25	25
gene9962	10	15	16
gene9963	16	19	16
gene9964	14	7	3
gene9965	24	33	24
gene9966	17	20	12
gene9967	21	9	27
gene9968	13	27	16
gene9969	14	14	17
gene9970	27	36	27
gene9971	14	14	15
gene9972	39	35	38
gene9973	30	26	34
gene9974	29	33	22
gene9975	10	7	8
gene9976	15	24	16
gene9977	18	14	14
gene9978	20	24	24
gene9979	24	20	25
gene9980	25	31	34
gene9981	28	31	18
gene9982	22	33	25
gene9983	20	17	16
gene9984	29	22	23
gene9985	33	27	29
gene9986	19	31	21
gene9987	17	20	29
gene9988	14	16	19
gene9989	22	31	26
gene9990	18	16	18
gene9991	35	33	25
gene9992	9	13	15
gene9993	30	30	23
gene9994	35	25	42
gene9995	22	13	12
gene9996	18	23	19
gene9997	9	13	15
gene9998	8	7	11
gene9999	7	11	10
gene10000	31	27	17
